brend_field,oem_field,name_field,weight_field,volume_field
HYUNDAI / KIA,2561226020,"GASKET, RUBBER",0.01,0.027
HYUNDAI / KIA,2562026100,THERMOSTAT ASSY,0.572,0.0
HYUNDAI / KIA,2562026110,"CASE ASSY, THERMOSTAT",0.438,0.0
HYUNDAI / KIA,2563323010,"GASKET, RUBBER",0.007,0.018
HYUNDAI / KIA,2631145001,OIL FILTER,0.755,0.0
HYUNDAI / KIA,2631145010,OIL FILTER,0.887,0.0
HYUNDAI / KIA,281130X000,"FILTER ASSY, AIR ELEMENT",0.306,0.0
HYUNDAI / KIA,281132F000,"FILTER ASSY, AIR ELEMENT",0.194,0.0
HYUNDAI / KIA,281132H000,"FILTER ASSY, AIR ELEMENT",0.404,0.0
HYUNDAI / KIA,282152F000,"BRACKET, REINFORCEMENT",0.207,0.0
HYUNDAI / KIA,285214X900,"GASKET, RUBBER",0.09,0.246
HYUNDAI / KIA,287002F700,"EXHAUST PIPE, MUFFLER",6.05,25.0
HYUNDAI / KIA,288102F000,VACUUM PUMP ASSY,1.166,0.0
HYUNDAI / KIA,3111122140,FUEL PUMP ASSY,0.356,0.0
HYUNDAI / KIA,31454AA100,"FILTER ASSY, AIR ELEMENT",0.12,0.0
HYUNDAI / KIA,338144X400,"GASKET, RUBBER",0.079,0.216
HYUNDAI / KIA,3671027010,SPARK PLUG,0.041,0.0
HYUNDAI / KIA,3671045001,SPARK PLUG,0.059,0.0
HYUNDAI / KIA,4110002010,"DISC, FRICTION  A/T",0.649,0.0
HYUNDAI / KIA,4130002030,"DISC ASSY, CLUTCH FRICTION",0.001,0.0
HYUNDAI / KIA,4528038010,OIL PAN ASSY,1.65,0.0
HYUNDAI / KIA,52740C1100,"BUSHING, SUSPENSION ARM",0.33,0.0
HYUNDAI / KIA,52740E6500,"BUSHING, STABILIZER",0.167,0.0
HYUNDAI / KIA,52740F2AA0,"BUSHING, SUSPENSION ARM",0.167,0.0
HYUNDAI / KIA,54320H1000,"BUSHING, RUBBER",0.011,0.0
HYUNDAI / KIA,545512K000,"BUSHING, STRUT",0.12,0.0
HYUNDAI / KIA,545512T000,"BUSHING, SUSPENSION ARM",0.262,0.0
HYUNDAI / KIA,545513X000,"BUSHING, SUSPENSION ARM",0.21,0.0
HYUNDAI / KIA,545514R000,"BUSHING, SUSPENSION ARM",0.196,0.0
HYUNDAI / KIA,54551C1000,"BUSHING, SUSPENSION ARM",0.257,0.0
HYUNDAI / KIA,54551E6100,"BUSHING, SUSPENSION ARM",0.209,0.0
HYUNDAI / KIA,545843X010,"BUSHING, SUSPENSION ARM",0.439,0.0
HYUNDAI / KIA,54584C1000,"BUSHING, SUSPENSION ARM",0.521,0.0
HYUNDAI / KIA,54584E6100,"BUSHING, SUSPENSION ARM",0.409,0.0
HYUNDAI / KIA,54584F2000,"BUSHING, SUSPENSION ARM",0.506,0.0
HYUNDAI / KIA,5461022000,"INSULATOR, SHOCK ABSORBER",0.817,0.0
HYUNDAI / KIA,5461034010,"INSULATOR, SHOCK ABSORBER",0.956,0.0
HYUNDAI / KIA,546513X250,SHOCK ABSORBER,3.784,0.0
HYUNDAI / KIA,55130C3000,"BUSHING, SUSPENSION ARM",0.178,0.0
HYUNDAI / KIA,55130F2AA0,"BUSHING, SUSPENSION ARM",0.183,0.0
HYUNDAI / KIA,551602K000,"BUSHING, SUSPENSION ARM",0.578,0.0
HYUNDAI / KIA,551602K300,"BUSHING, SUSPENSION ARM",0.729,0.0
HYUNDAI / KIA,55160B2000,"BUSHING, SUSPENSION ARM",0.629,0.0
HYUNDAI / KIA,55160F2100,"BUSHING, SUSPENSION ARM",0.528,0.0
HYUNDAI / KIA,55230C1100,"BUSHING, SUSPENSION ARM",0.3,0.0
HYUNDAI / KIA,552562G000,"BUSHING, SUSPENSION ARM",0.114,0.0
HYUNDAI / KIA,552563R000,"BUSHING, SUSPENSION ARM",0.128,0.0
HYUNDAI / KIA,552582P000,"BUSHING, SUSPENSION ARM",0.237,0.0
HYUNDAI / KIA,552742P200,"BUSHING, SUSPENSION ARM",0.906,0.0
HYUNDAI / KIA,552742T000,"BODY PANNEL, BRACKET ASSY",0.714,0.0
HYUNDAI / KIA,55274F6000,"BUSHING, SUSPENSION ARM",0.486,0.0
HYUNDAI / KIA,552752P200,"BUSHING, SUSPENSION ARM",0.891,0.0
HYUNDAI / KIA,552752T000,"BUSHING, SUSPENSION ARM",0.725,0.0
HYUNDAI / KIA,55275C5000,"BUSHING, SUSPENSION ARM",0.505,0.0
HYUNDAI / KIA,55275F6000,"BUSHING, SUSPENSION ARM",0.486,0.0
HYUNDAI / KIA,55290C2100,"BUSHING, SUSPENSION ARM",0.781,0.0
HYUNDAI / KIA,55290G2000,"BUSHING, SUSPENSION ARM",0.55,0.0
HYUNDAI / KIA,55290G2100,"BUSHING, SUSPENSION ARM",0.55,0.0
HYUNDAI / KIA,553003X100,SHOCK ABSORBER,1.744,0.0
HYUNDAI / KIA,553202F000,"INSULATOR, SHOCK ABSORBER",0.974,0.0
HYUNDAI / KIA,5534238000,"BUSHING, RUBBER",0.022,0.0
HYUNDAI / KIA,5534338600,"BUSHING, RUBBER",0.044,0.0
HYUNDAI / KIA,554562W000,"BUSHING, SUSPENSION ARM",0.198,0.0
HYUNDAI / KIA,554562W100,"BUSHING, SUSPENSION ARM",0.279,0.0
HYUNDAI / KIA,554562W200,"BUSHING, SUSPENSION ARM",0.301,0.0
HYUNDAI / KIA,554563V000,"BUSHING, SUSPENSION ARM",0.156,0.0
HYUNDAI / KIA,554563V100,"BUSHING, SUSPENSION ARM",0.251,0.0
HYUNDAI / KIA,55456C5000,"BUSHING, SUSPENSION ARM",0.604,0.0
HYUNDAI / KIA,55460C1100,"BUSHING, SUSPENSION ARM",0.418,0.0
HYUNDAI / KIA,55460C1500,"BUSHING, SUSPENSION ARM",0.418,0.0
HYUNDAI / KIA,62485A4000,"BUSHING, SUSPENSION ARM",0.144,0.0
HYUNDAI / KIA,62485F2000,"BUSHING, METAL ",0.22,0.0
HYUNDAI / KIA,62485F2100,"BUSHING, METAL ",0.201,0.0
HYUNDAI / KIA,624862W000,"BUSHING, SUSPENSION ARM",0.31,0.0
HYUNDAI / KIA,62486A9200,"BUSHING, METAL ",0.278,0.0
HYUNDAI / KIA,62486F2100,"BUSHING, SUSPENSION ARM",0.213,0.0
HYUNDAI / KIA,641102Y000,"PANEL ASSY, MOUNTING RADIATOR",5.5,30.0
HYUNDAI / KIA,8113022501,"LOCK ASSY, LUGGAGE COMPARTMENT",0.319,0.0
HYUNDAI / KIA,81130B4010,HEADLAMP ASSY,0.413,15.0
HYUNDAI / KIA,824011M200,"REGULATOR ASSY, DOOR WINDOW",2.519,0.0
HYUNDAI / KIA,824012F000,"REGULATOR ASSY, DOOR WINDOW",2.75,0.0
HYUNDAI / KIA,824212J000,"GLASS ASSY, DOOR",0.372,12.0
HYUNDAI / KIA,8261017010,"HANDLE, PLASTIC",0.089,0.0
HYUNDAI / KIA,8342005010,"GLASS ASSY, DOOR",2.677,12.0
HYUNDAI / KIA,8455034010,"GLOVE BOX, ASSY",0.22,3.0
HYUNDAI / KIA,857413257,GASKET RUBBER SEAL,0.001,0.003
HYUNDAI / KIA,86510AA010,"ABSORBER ASSY, BUMPER ENERGY",5.214,1.5
HYUNDAI / KIA,8652047010,HORN ASSY,0.715,0.0
HYUNDAI / KIA,868420X000,MUD GUARD,0.055,0.0
HYUNDAI / KIA,868422F000,MUD GUARD,0.105,0.0
HYUNDAI / KIA,876517F200,GASKET RUBBER SEAL,0.147,0.402
HYUNDAI / KIA,907816820,"BOLT, U SPRING LEAF",0.0,0.0
HYUNDAI / KIA,92401AA000,"LAMP ASSY, REAR",2.714,5.0
HYUNDAI / KIA,946008A500,"SENSOR ASSY, SPEED",0.072,0.195
HYUNDAI / KIA,992214030,PIN,0.0,0.0
HYUNDAI / KIA,992220528,PIN ,0.0,0.0
HYUNDAI / KIA,993062500,"PLUG, METAL",0.011,0.03
HYUNDAI / KIA,993063500,"PLUG, METAL",0.028,0.075
HYUNDAI / KIA,995621000,"WASHER, METAL",0.002,0.0
HYUNDAI / KIA,995621200,"WASHER, METAL",0.002,0.0
HYUNDAI / KIA,995621400,"SLEEVE, RING METAL",0.0,0.0
HYUNDAI / KIA,995621800,"WASHER, METAL",0.006,0.0
HYUNDAI / KIA,995641400,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,995641800,"WASHER, METAL",0.0,0.0
HYUNDAI / KIA,9958608166,SEAL RING,0.004,0.0
HYUNDAI / KIA,997841035,"BOLT, METAL",0.0,0.0
HYUNDAI / KIA,997860612,"BOLT, METAL",0.0,0.0
HYUNDAI / KIA,997960616,"BOLT, METAL",0.0,0.0
HYUNDAI / KIA,999010800,"NUT, METAL",0.0,0.0
HYUNDAI / KIA,999100501,"CLIP, PLASTIC",0.002,0.006
HYUNDAI / KIA,999221200,"NUT, METAL",0.01,0.0
HYUNDAI / KIA,999241201,"NUT, METAL",0.0,0.0
HYUNDAI / KIA,999460800,"NUT, METAL",0.007,0.0
HYUNDAI / KIA,B00146062,"BUSHING, PLASTIC",0.01,0.0
HYUNDAI / KIA,B09260408,"CLIP, METAL",0.0,0.0
HYUNDAI / KIA,F80111319,"PIN, STRAIGHT",0.0,0.0
HYUNDAI / KIA,F80112114C,"VALVE, INTAKE",0.0,0.0
HYUNDAI / KIA,F80112115A,"VALVE, INTAKE",0.0,0.0
HYUNDAI / KIA,F80112116A,"VALVE, INTAKE",0.0,0.0
HYUNDAI / KIA,F80112121,"VALVE, INTAKE",0.0,0.0
HYUNDAI / KIA,F80113460A,"GASKET, INLET MANIFOLD METAL",0.001,0.003
HYUNDAI / KIA,F85010192A,"PLUG, PLASTIC",0.022,0.06
HYUNDAI / KIA,F85418140C,WIRES FOR SPARK PLUGS,0.001,0.0
HYUNDAI / KIA,HE0310404,"CAP, METAL",0.044,0.0
HYUNDAI / KIA,HE1910155,"SEAL KIT, VALVE STEM OIL",0.004,0.0
HYUNDAI / KIA,K999281600,"NUT, METAL",0.03,0.0
HYUNDAI / KIA,KKY0134700,"INSULATOR, SHOCK ABSORBER",0.088,0.0
HYUNDAI / KIA,KKY0134900,"INSULATOR, SHOCK ABSORBER",0.0,0.0
HYUNDAI / KIA,KS27310270,GASKET KIT,0.66,0.0
HYUNDAI / KIA,MA431825,PLUG,0.004,0.0
HYUNDAI / KIA,MB001294,"WASHER, METAL",0.006,0.0
HYUNDAI / KIA,MB057196,"NUT, METAL",0.048,0.0
HYUNDAI / KIA,MB082164,"CLIP, METAL",0.002,0.006
HYUNDAI / KIA,MB082323,"BOLT, METAL",0.05,0.0
HYUNDAI / KIA,MB092443,"BOLT, METAL",0.035,0.0
HYUNDAI / KIA,MB109665,"DUST BOOT, KIT",0.019,0.0
HYUNDAI / KIA,MB109673,"BUSHING, METAL ",0.11,0.0
HYUNDAI / KIA,MB109674,"BUSHING, METAL ",1.32,0.0
HYUNDAI / KIA,MB109684,"INSULATOR, SHOCK ABSORBER",0.147,0.0
HYUNDAI / KIA,MB111200,"PIN, SPRING LEAF",0.326,0.0
HYUNDAI / KIA,MB111203,"PIN, SPRING LEAF",0.033,0.0
HYUNDAI / KIA,MB115178,"WASHER, METAL",0.11,0.0
HYUNDAI / KIA,MB115515,"BOLT, METAL",0.075,0.0
HYUNDAI / KIA,MB160578,SEAL RING,0.037,0.0
HYUNDAI / KIA,MB160662,"BEARING, TAPERED",0.198,0.0
HYUNDAI / KIA,MB160670,BEARING ,0.088,0.0
HYUNDAI / KIA,MB160850,SEAL RING,0.046,0.0
HYUNDAI / KIA,MB160946,SEAL RING,0.028,0.0
HYUNDAI / KIA,MB160948,"PLUG, METAL",0.042,0.114
HYUNDAI / KIA,MB160950,"PLUG, PLASTIC",0.013,0.036
HYUNDAI / KIA,MB176223,"BUCKLE, METAL",0.091,0.0
HYUNDAI / KIA,MB176290,"BOLT, METAL",0.143,0.0
HYUNDAI / KIA,MB189627,"CLIP, PLASTIC",0.001,0.003
HYUNDAI / KIA,MB192717,GASKET RUBBER SEAL,0.001,0.003
HYUNDAI / KIA,MB220900,"FILTER ASSY, FUEL PUMP",0.462,0.0
HYUNDAI / KIA,MB242119,"BODY PANNEL, BRACKET ASSY",0.421,0.0
HYUNDAI / KIA,MB243429,"BUSHING, METAL ",0.23,0.0
HYUNDAI / KIA,MB253964,"CLIP, PLASTIC",0.001,0.003
HYUNDAI / KIA,MB275218,"WASHER, METAL",0.081,0.0
HYUNDAI / KIA,MB290269,"BOLT, METAL",0.053,0.0
HYUNDAI / KIA,MB297073,SCREW ,0.002,0.0
HYUNDAI / KIA,MB338595,"BUSHING, STABILIZER",0.039,0.0
HYUNDAI / KIA,MB338596,"BUSHING, STABILIZER",0.033,0.0
HYUNDAI / KIA,MB383520,"CLIP, OUTSIDE MOULDING",0.006,0.0
HYUNDAI / KIA,MB393883,SEAL RING,0.04,0.0
HYUNDAI / KIA,MB393884,"CLIP, METAL",0.006,0.015
HYUNDAI / KIA,MB400461,GASKET RUBBER SEAL,0.023,0.063
HYUNDAI / KIA,MB409439,SCREW ,0.002,0.0
HYUNDAI / KIA,MB430773,"BUSHING, RUBBER",0.075,0.0
HYUNDAI / KIA,MB430775,"BUSHING, RUBBER",0.043,0.0
HYUNDAI / KIA,MB505065,"BOLT, METAL",0.025,0.0
HYUNDAI / KIA,MB526395,SEAL RING,0.035,0.0
HYUNDAI / KIA,MB573783,"BUSHING, STABILIZER",0.052,0.0
HYUNDAI / KIA,MB573784,"BUSHING, STABILIZER",0.059,0.0
HYUNDAI / KIA,MB584146,STOPPER RUBBER,0.032,0.0
HYUNDAI / KIA,MB584148,STOPPER RUBBER,0.35,0.0
HYUNDAI / KIA,MB584180,"WASHER, METAL",0.114,0.0
HYUNDAI / KIA,MB584181,"WASHER, METAL",0.088,0.0
HYUNDAI / KIA,MB584750,"BOLT, WHEEL HUB",0.054,0.0
HYUNDAI / KIA,MB658726,"SENSOR ASSY, FUEL LEVEL",0.059,0.27
HYUNDAI / KIA,MB673524,"BUSHING, PLASTIC",0.01,0.0
HYUNDAI / KIA,MD000312,"WASHER, METAL",0.009,0.0
HYUNDAI / KIA,MD050317,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,MD092392,SPARK PLUG,0.041,0.0
HYUNDAI / KIA,MD609189,"FILTER ASSY, GEARBOX",0.09,0.0
HYUNDAI / KIA,MD701577,"BUSHING, SEAL KIT RING",0.006,0.015
HYUNDAI / KIA,MD703610,"PLUNGER ASSY, GEARBOX",0.011,0.0
HYUNDAI / KIA,MD703611,"PLUNGER ASSY, GEARBOX",0.055,0.0
HYUNDAI / KIA,MD703613,"PLUNGER ASSY, GEARBOX",0.002,0.0
HYUNDAI / KIA,MD703614,"PLUNGER ASSY, GEARBOX",0.002,0.0
HYUNDAI / KIA,MD703619,"PLUNGER ASSY, GEARBOX",0.024,0.0
HYUNDAI / KIA,MD703748,"NUT, METAL",0.11,0.0
HYUNDAI / KIA,MD703812,"GASKET, WATER BY-PASS PAPER",0.011,0.03
HYUNDAI / KIA,MD704113,"BEARING, TAPERED",0.429,0.0
HYUNDAI / KIA,MD704139,GASKET RUBBER SEAL,0.002,0.006
HYUNDAI / KIA,MD704149,"PLUG, BODY PANEL",0.018,0.048
HYUNDAI / KIA,MD704190,"BEARING, TAPERED",0.006,0.0
HYUNDAI / KIA,MD704198,"BEARING, TAPERED",0.715,0.0
HYUNDAI / KIA,MD705426,"SLEEVE COLLAR, SPEEDOMETER DRIVEN",0.14,0.0
HYUNDAI / KIA,MD705427,"SLEEVE COLLAR, SPEEDOMETER DRIVEN",0.11,0.0
HYUNDAI / KIA,MD705429,"SLEEVE COLLAR, SPEEDOMETER DRIVEN",0.121,0.0
HYUNDAI / KIA,MD705465,"PINION ASSY, SPEEDOMETER",0.11,0.0
HYUNDAI / KIA,MD705466,"PINION ASSY, SPEEDOMETER",0.044,0.0
HYUNDAI / KIA,MD705467,"PINION ASSY, SPEEDOMETER",0.044,0.0
HYUNDAI / KIA,MD705490,PIN ,0.006,0.0
HYUNDAI / KIA,MD712012,SEAL RING,0.024,0.0
HYUNDAI / KIA,MD714852,PLUG,0.132,0.0
HYUNDAI / KIA,MD719710,SEAL RING,0.043,0.0
HYUNDAI / KIA,MD727944,GASKET RUBBER SEAL,0.002,0.006
HYUNDAI / KIA,MD731708,SEAL RING,0.023,0.0
HYUNDAI / KIA,MD735106,"SHAFT ASSY, MANUAL GEARBOX",0.506,0.0
HYUNDAI / KIA,MD739566,"GASKET, RUBBER",0.031,0.084
HYUNDAI / KIA,MD951626,"GASKET, A/T OIL PAN ",0.042,0.114
HYUNDAI / KIA,ME580147,"SLEEVE, RING METAL",0.006,0.015
HYUNDAI / KIA,ME580495,BEARING,0.435,0.0
HYUNDAI / KIA,ME580496,BEARING,0.321,0.0
HYUNDAI / KIA,ME580723,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,ME580748,"SPRING, RETAINER",0.002,0.0
HYUNDAI / KIA,ME580758,PINION ASSY,1.749,0.0
HYUNDAI / KIA,ME580790,"SLEEVE, RING METAL",0.006,0.015
HYUNDAI / KIA,ME580791,"SLEEVE, RING METAL",0.033,0.09
HYUNDAI / KIA,ME580799,"SLEEVE, RING METAL",0.275,0.75
HYUNDAI / KIA,ME580953,"FORK ASSY, CLUTCH RELEASE",0.165,0.0
HYUNDAI / KIA,ME580954,"FORK ASSY, CLUTCH RELEASE",0.179,0.0
HYUNDAI / KIA,ME580964,BEARING,0.317,0.0
HYUNDAI / KIA,ME581029,"BEARING, ROLLER",0.033,0.0
HYUNDAI / KIA,ME581042,"RING SET, SYNCHRONIZER",0.011,0.03
HYUNDAI / KIA,ME581049,"RING SET, SYNCHRONIZER",0.111,0.303
HYUNDAI / KIA,ME581073,"BEARING, TAPERED",0.03,0.0
HYUNDAI / KIA,ME581110,"BEARING, GEARBOX",3.52,0.0
HYUNDAI / KIA,ME581112,"BEARING, GEARBOX",0.01,0.0
HYUNDAI / KIA,ME581122,PULLEY ASSY,0.003,0.0
HYUNDAI / KIA,ME581124,PULLEY ASSY,0.33,0.0
HYUNDAI / KIA,ME581195,"RING SET, SYNCHRONIZER",0.165,0.45
HYUNDAI / KIA,ME581197,"RING SET, SYNCHRONIZER",1.052,2.868
HYUNDAI / KIA,ME600129,"PIN, STRAIGHT",0.003,0.0
HYUNDAI / KIA,ME600343,"SPRING, RETAINER",0.011,0.0
HYUNDAI / KIA,ME600761,"DUST BOOT, KIT",0.055,0.0
HYUNDAI / KIA,ME636619,"SPRING, RETAINER",0.001,0.0
HYUNDAI / KIA,MF106178,"BOLT, METAL",0.22,0.0
HYUNDAI / KIA,MF106180,"BOLT, METAL",0.22,0.0
HYUNDAI / KIA,MF241250,"BOLT, WITH WASHER",0.011,0.0
HYUNDAI / KIA,MF241282,"BOLT, WITH WASHER",0.024,0.0
HYUNDAI / KIA,MF430006,"NUT, METAL",0.001,0.0
HYUNDAI / KIA,MF450405,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,MF450406,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,MF524001,NIPPLE FOR WHEEL,0.006,0.0
HYUNDAI / KIA,MF660036,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,MF660038,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,MF660066,"WASHER, METAL",0.077,0.0
HYUNDAI / KIA,MH012049,PIN ,0.007,0.0
HYUNDAI / KIA,MH034067,SEAL RING,0.013,0.0
HYUNDAI / KIA,MH035175,GASKET RUBBER SEAL,0.002,0.006
HYUNDAI / KIA,MS450993,"WASHER, METAL",0.055,0.0
HYUNDAI / KIA,MS450994,"WASHER, METAL",0.004,0.0
HYUNDAI / KIA,MT144256,"WASHER, METAL",0.001,0.0
HYUNDAI / KIA,RF0110534,GASKET RUBBER SEAL,0.001,0.003
HYUNDAI / KIA,RF0118381,"BELT, V",0.001,0.0
HYUNDAI / KIA,S08332124,"DUST BOOT, KIT",0.0,0.0
HYUNDAI / KIA,S08332125,"DUST BOOT, KIT",4.376,0.0
HYUNDAI / KIA,S08343028,"PAD, PEDAL RUBBER",0.03,0.0
HYUNDAI / KIA,S11333067,SEAL RING,0.033,0.0
HYUNDAI / KIA,V50117725,"RING SET, SYNCHRONIZER",0.0,0.0
HYUNDAI / KIA,W02333042,"SLEEVE, RING METAL",0.176,0.48
HYUNDAI / KIA,W02333045,"SLEEVE, RING METAL",0.0,0.0
HYUNDAI / KIA,W02333055,"SLEEVE, RING METAL",0.041,0.111
HYUNDAI / KIA,W02526076,"BEARING, TAPERED",0.0,0.0
HYUNDAI / KIA,W02526154A,SEAL RING,0.127,0.0
HYUNDAI / KIA,W02526157,SEAL RING,0.019,0.0
HYUNDAI / KIA,W06539340,"INSULATOR, GEARBOX",0.055,0.0
HYUNDAI / KIA,W50117244,"PIN, STRAIGHT",0.0,0.0
VAG,012301205P,"COVER ASSY, CYLINDER HEAD",0.499,0.0
VAG,012409191D,"SENSOR ASSY, LEAN MIXTURE",0.039,0.105
VAG,01E941521B,"SWITCH ASSY, POWER SEAT",0.046,0.0
VAG,01X311312A,"SPRING, TENSION DRUM BRAKE",0.004,0.0
VAG,022905715A,"COIL ASSY, IGNITION",0.238,0.0
VAG,036905715G,"COIL ASSY, IGNITION",0.228,0.0
VAG,039129620A,"FILTER ASSY, AIR ELEMENT",0.215,0.0
VAG,03C115562,OIL FILTER,0.058,0.0
VAG,03D198819A,"FILTER ASSY, FUEL PUMP",0.033,0.0
VAG,0450905264,"FILTER ASSY, FUEL PUMP",0.0,0.0
VAG,04E129620A,"FILTER ASSY, AIR ELEMENT",0.198,0.0
VAG,056115561G,OIL FILTER,0.444,0.0
VAG,06A115561B,OIL FILTER,0.358,0.0
VAG,06C133843,"FILTER ASSY, AIR ELEMENT",0.537,0.0
VAG,06D115562,OIL FILTER,0.092,0.0
VAG,06E115562A,OIL FILTER,0.118,0.0
VAG,06L103801,"PLUG, PLASTIC",0.006,0.015
VAG,06L115562,OIL FILTER,0.063,0.0
VAG,06M198405F,OIL FILTER,0.128,0.0
VAG,071115562A,OIL FILTER,0.117,0.0
VAG,074115562,OIL FILTER,0.088,0.0
VAG,07D906461,"SENSOR ASSY, AIR FUEL RATIO",0.278,0.759
VAG,0B5321473,"TUBE ASSY, OIL TRANSMITTING",0.008,0.021
VAG,0B5325429E,"FILTER ASSY, GEARBOX",0.32,0.0
VAG,0BM301047,BLEEDER DISC BRAKE,0.33,0.0
VAG,1C0906517A,"SENSOR ASSY, OIL PRESSURE",0.099,0.27
VAG,1F0129620,"FILTER ASSY, AIR ELEMENT",0.444,0.0
VAG,1H0129620,"FILTER ASSY, AIR ELEMENT",0.426,0.0
VAG,1H0201511A,"FILTER ASSY, FUEL PUMP",0.209,0.0
VAG,1H0819644B,"FILTER ASSY, AIR ELEMENT",0.119,0.0
VAG,1J0129620,"FILTER ASSY, AIR ELEMENT",0.403,0.0
VAG,1J0411315K,"LINK, STABILIZER",0.237,0.0
VAG,1J0711280C,PLUG,0.012,0.0
VAG,1J0973802,ADJUSTER ASSY,0.011,0.0
VAG,1K0129620,"FILTER ASSY, AIR ELEMENT",0.475,0.0
VAG,1K0129620D,"FILTER ASSY, AIR ELEMENT",0.413,0.0
VAG,1K0505145K,"BUSHING, SUSPENSION ARM",0.548,0.0
VAG,1K0505553A,"BUSHING, SUSPENSION ARM",0.14,0.0
VAG,1Q1998002,WIPER BLADE ASSY,0.363,1.65
VAG,251609289,"WASHER, METAL",0.002,0.0
VAG,431951253G,RELAY,0.033,0.0
VAG,4E0407181B,"BUSHING, SUSPENSION ARM",0.319,0.0
